Query_number,Doc_number
1017706,185742
1017706,18868
1017706,473589
1017706,201039
1017706,271287
1017692,437192
1017692,195720
1017692,78032
1017692,89794
1017692,384461
1017692,314000
1017692,34903
1017692,394451
1017692,374520
1017692,55997
1017687,400071
1017687,171631
1017687,159899
1017687,339650
1017687,190134
1017687,105290
1017687,262242
1017687,496273
1017687,87976
1017687,87422
1017605,43979
1017605,312693
1017605,259002
1017605,464090
1017605,9619
1017605,132150
1017605,469913
1017605,13001
1017605,273561
1017605,310483
1017529,84429
1017529,150044
1017529,200611
1017529,347926
1017529,256692
1017529,189000
1017529,47578
1017529,61307
1017529,269245
1017529,316279
1017524,318770
1017524,277034
1017524,94754
1017524,31458
1017524,63315
1017524,456830
1017524,254159
1017524,199097
1017524,491886
1017524,366808
1017476,349246
1017476,227033
1017476,276452
1017476,355615
1017476,245054
1017476,484053
1017476,446950
1017476,40687
1017476,324045
1017476,253475
1017276,287809
1017276,139145
1017276,223442
1017276,221678
1017276,174348
1017276,76306
1017276,34513
1017276,212789
1017276,344154
1017276,145367
1017204,177406
1017204,326232
1017204,288727
1017204,342751
1017204,476181
1017204,146065
1017204,201988
1017204,141602
1017204,230669
1017204,274109
1016915,243023
1016915,7691
1016915,142900
1016915,460938
1016915,317163
1016915,244245
1016915,58376
1016915,330828
1016915,490268
1016915,501358
1016879,28640
1016879,96600
1016879,495374
1016879,129318
1016879,312640
1016879,309322
1016879,438929
1016879,341225
1016879,93199
1016879,81699
1099653,149797
1099653,380072
1099653,56444
1099653,429853
1099653,380886
1099653,257841
1099653,296139
1099653,122555
1099653,456290
1099653,187548
1016676,430394
1016676,146028
1016676,276771
1016676,456144
1016676,423321
1016676,29735
1016676,308873
1016676,271766
1016676,445117
1016676,144106
1016611,412529
1016611,132330
1016611,135272
1016611,202731
1016611,420642
1016611,309000
1016611,391842
1016611,500235
1016611,3661
1016611,55925
1016583,177220
1016583,19826
1016583,34098
1016583,244410
1016583,87821
1016583,198433
1016583,185305
1016583,131659
1016583,268405
1016583,22362
1016281,78566
1016281,422916
1016281,288889
1016281,27119
1016281,394988
1016281,501421
1016281,144324
1016281,149317
1016281,326350
1016281,10957
1016154,479336
1016154,189601
1016154,241808
1016154,458676
1016154,450524
1016154,422980
1016154,133393
1016154,321344
1016154,271433
1016154,59754
1016015,247352
1016015,69044
1016015,67484
1016015,285653
1016015,310711
1016015,211782
1016015,467399
1016015,151565
1016015,368126
1016015,43345
1016013,7527
1016013,21431
1016013,87629
1016013,231575
1016013,82118
1016013,18309
1016013,320849
1016013,425805
1016013,258466
1016013,481748
1015641,144882
1015641,130005
1015641,132057
1015641,499603
1015641,242331
1015641,401546
1015641,126966
1015641,236356
1015641,10021
1015641,296446
1099636,461953
1099636,138260
1099636,290293
1099636,187302
1099636,188883
1099636,294477
1099636,189512
1099636,397563
1099636,484568
1099636,212847
1015347,176177
1015347,471943
1015347,46119
1015347,482686
1015347,128189
1015347,193751
1015347,158452
1015347,237324
1015347,174409
1015347,468375
1015307,5905
1015307,142307
1015307,221708
1015307,474126
1015307,304849
1015307,137107
1015307,92136
1015307,86021
1015307,123215
1015307,69471
1099632,377035
1099632,325814
1099632,120058
1099632,10111
1099632,237056
1099632,309091
1099632,177226
1099632,204755
1099632,390382
1099632,13761
1014885,424088
1014885,257710
1014885,297974
1014885,135181
1014885,77241
1014885,239070
1014885,188841
1014885,42462
1014885,81500
1014885,367123
1014264,258417
1014264,33680
1014264,69838
1014264,337753
1014264,218580
1014264,127259
1014264,130332
1014264,336806
1014264,337835
1014264,76223
1099626,243705
1099626,15217
1099626,316897
1099626,369179
1099626,99317
1099626,9800
1099626,137279
1099626,501445
1099626,432745
1099626,118882
1014210,294313
1014210,25707
1014210,371300
1014210,141636
1014210,413806
1014210,218945
1014210,148267
1014210,385788
1014210,128954
1014210,446717
1014132,389893
1014132,468992
1014132,180030
1014132,487004
1014132,18653
1014132,83139
1014132,344655
1014132,16508
1014132,337556
1014132,432469
1013965,280663
1013965,278846
1013965,408677
1013965,400956
1013965,52620
1013965,161562
1013965,494573
1013965,393963
1013965,413485
1013965,472661
1013797,450803
1013797,418924
1013797,208539
1013797,238590
1013797,50528
1013797,207699
1013797,501268
1013797,258121
1013797,324678
1013797,381129
1013615,61446
1013615,290144
1013615,370061
1013615,161977
1013615,454761
1013615,84034
1013615,407051
1013615,388285
1013615,42535
1013615,412358
1013592,341661
1013592,500455
1013592,420994
1013592,495374
1013592,425578
1013592,15066
1013592,22494
1013592,406528
1013592,432743
1013592,111567
1013579,210975
1013579,453436
1013579,20304
1013579,448942
1013579,411337
1013579,145331
1013579,111166
1013579,85562
1013579,69250
1013579,78025
1013570,36935
1013570,79343
1013570,385571
1013570,350492
1013570,264167
1013570,460066
1013570,342579
1013570,75328
1013570,70652
1013570,151014
1013492,163261
1013492,202819
1013492,345609
1013492,298351
1013492,12477
1013492,164926
1013492,341701
1013492,467710
1013492,95835
1013492,39566
1013424,40566
1013424,500631
1013424,288586
1013424,296637
1013424,256143
1013424,179349
1013424,78139
1013424,20769
1013424,322996
1013424,311621
1013304,333012
1013304,391625
1013304,313550
1013304,157157
1013304,316708
1013304,248284
1013304,363383
1013304,29725
1013304,339000
1013304,268638
1013267,483149
1013267,469230
1013267,50508
1013267,378675
1013267,64259
1013267,274914
1013267,142795
1013267,173615
1013267,241796
1013267,293479
1013229,36622
1013229,185335
1013229,257711
1013229,115955
1013229,397767
1013229,39584
1013229,164809
1013229,58532
1013229,425947
1013229,168823
1013114,7695
1013114,380747
1013114,293316
1013114,39279
1013114,154834
1013114,176948
1013114,30349
1013114,382864
1013114,264534
1013114,184186
1012866,119113
1012866,10634
1012866,167294
1012866,483557
1012866,472808
1012866,2635
1012866,102844
1012866,200535
1012866,159172
1012866,248292
1012865,79898
1012865,290718
1012865,190524
1012865,30216
1012865,293856
1012865,66325
1012865,209713
1012865,429205
1012865,285455
1012865,19931
1099595,269971
1099595,306439
1099595,193848
1099595,465866
1099595,210414
1099595,138883
1099595,400307
1099595,162416
1099595,463599
1099595,376428
1012547,51399
1012547,83121
1012547,392955
1012547,173857
1012547,480026
1012547,45639
1012547,240366
1012547,246846
1012547,95938
1012547,184466
1012431,67973
1012431,410221
1012431,104575
1012431,449635
1012431,348041
1012431,399697
1012431,36892
1012431,240457
1012431,457143
1012431,67365
1012026,76838
1012026,13920
1012026,289710
1012026,144309
1012026,54797
1012026,479299
1012026,12969
1012026,228925
1012026,500144
1012026,384904
1011925,309901
1011925,307071
1011925,161701
1011925,355585
1011925,450210
1011925,467338
1011925,336983
1011925,17265
1011925,206562
1011925,355903
1011713,180902
1011713,87077
1011713,446319
1011713,284210
1011713,2464
1011713,116123
1011713,251408
1011713,316863
1011713,124294
1011713,263197
1011618,420113
1011618,156537
1011618,406842
1011618,227415
1011618,318555
1011618,146093
1011618,181318
1011618,454301
1011618,155469
1011618,262813
1011512,114298
1011512,383106
1011512,374942
1011512,283191
1011512,222886
1011512,242772
1011512,11396
1011512,354123
1011512,274954
1011512,338921
1011381,140580
1011381,89579
1011381,473852
1011381,6986
1011381,435705
1011381,140489
1011381,384975
1011381,97734
1011381,174409
1011381,260221
1011328,403623
1011328,210216
1011328,348188
1011328,481326
1011328,222465
1011328,260229
1011328,164801
1011328,56998
1011328,498765
1011328,437444
1011248,63920
1011248,98718
1011248,340100
1011248,299993
1011248,19880
1011248,147432
1011248,98993
1011248,254930
1011248,255997
1011248,41373
1011166,287008
1011166,78185
1011166,398708
1011166,104061
1011166,268141
1011166,400631
1011166,395020
1011166,263067
1011166,206963
1011166,451214
1011140,165212
1011140,288215
1011140,69711
1011140,277521
1011140,106818
1011140,96399
1011140,500113
1011140,393281
1011140,58192
1011140,261266
1011120,320390
1011120,386200
1011120,347877
1011120,287719
1011120,35079
1011120,209688
1011120,179787
1011120,333820
1011120,453197
1011120,220905
1011044,64972
1011044,353896
1011044,292491
1011044,225941
1011044,385910
1011044,337321
1011044,288337
1011044,37033
1011044,324135
1011044,369992
1011021,496197
1011021,462042
1011021,227440
1011021,490352
1011021,436363
1011021,185903
1011021,407447
1011021,144035
1011021,110134
1011021,450230
1011018,399233
1011018,51744
1011018,392779
1011018,280473
1011018,386296
1011018,55785
1011018,317218
1011018,387688
1011018,281677
1011018,259500
1010615,381576
1010615,69724
1010615,176177
1010615,142847
1010615,498472
1010615,448739
1010615,181662
1010615,397746
1010615,318860
1010615,127725
1010527,128396
1010527,372249
1010527,115794
1010527,351110
1010527,324035
1010527,307186
1010527,354765
1010527,13442
1010527,468622
1010527,319504
1010524,124458
1010524,375830
1010524,36025
1010524,201095
1010524,171815
1010524,364909
1010524,303820
1010524,260267
1010524,114491
1010524,209064
1010287,484438
1010287,298968
1010287,357108
1010287,9977
1010287,57029
1010287,358658
1010287,115305
1010287,130585
1010287,328698
1010287,271274
1010057,42250
1010057,451138
1010057,325618
1010057,323093
1010057,372230
1010057,146768
1010057,382554
1010057,467285
1010057,257698
1010057,361947
1010048,200723
1010048,112987
1010048,132854
1010048,4119
1010048,234899
1010048,284783
1010048,255308
1010048,331848
1010048,132099
1010048,367795
1009994,260533
1009994,304744
1009994,137062
1009994,401719
1009994,216872
1009994,457007
1009994,86589
1009994,144481
1009994,135577
1009994,72719
1009961,424864
1009961,467036
1009961,24969
1009961,332178
1009961,412653
1009961,306634
1009961,422894
1009961,298111
1009961,225377
1009961,425511
1009749,482254
1009749,240325
1009749,73913
1009749,364846
1009749,257397
1009749,122424
1009749,384716
1009749,463161
1009749,214796
1009749,423863
1009742,8651
1009742,186573
1009742,487112
1009742,130192
1009742,120218
1009742,215234
1009742,117450
1009742,231874
1009742,344125
1009742,350886
1009724,421027
1009724,70273
1009724,305059
1009724,67970
1009724,25856
1009724,299442
1009724,199740
1009724,82444
1009724,807
1009724,217418
1009695,214184
1009695,102631
1009695,312912
1009695,153548
1009695,436010
1009695,391385
1009695,39726
1009695,103708
1009695,81608
1009695,72803
1009610,395589
1009610,215244
1009610,174722
1009610,466910
1009610,283341
1009610,118729
1009610,29717
1009610,36572
1009610,86099
1009610,443348
1009527,327216
1009527,314510
1009527,1550
1009527,105282
1009527,392576
1009527,183365
1009527,122658
1009527,269594
1009527,146463
1009527,272889
1009388,484698
1009388,324308
1009388,165038
1009388,450207
1009388,208509
1009388,465618
1009388,22763
1009388,473881
1009388,286429
1009388,372881
1009237,86935
1009237,258472
1009237,98654
1009237,63638
1009237,424234
1009237,482970
1009237,322347
1009237,492556
1009237,265353
1009237,171281
1009183,177955
1009183,301008
1009183,353975
1009183,437243
1009183,358279
1009183,268067
1009183,328085
1009183,412904
1009183,338133
1009183,59570
1009023,447676
1009023,92824
1009023,57161
1009023,446412
1009023,91375
1009023,64095
1009023,156432
1009023,175003
1009023,482826
1009023,162821
1008979,104451
1008979,454024
1008979,468438
1008979,228309
1008979,410811
1008979,42737
1008979,78116
1008979,403427
1008979,226052
1008979,366696
1008977,192903
1008977,334401
1008977,456436
1008977,287632
1008977,407900
1008977,257152
1008977,199800
1008977,51794
1008977,463167
1008977,114291
1008968,223833
1008968,148773
1008968,493206
1008968,464607
1008968,490801
1008968,100771
1008968,263123
1008968,344351
1008968,406681
1008968,220793
1008951,194841
1008951,201444
1008951,421099
1008951,153216
1008951,100749
1008951,204487
1008951,147529
1008951,34511
1008951,432009
1008951,413970
1008947,82811
1008947,256084
1008947,376064
1008947,135162
1008947,357517
1008947,353170
1008947,302881
1008947,330201
1008947,407290
1008947,223088
1008911,236964
1008911,499271
1008911,327083
1008911,357049
1008911,318227
1008911,293681
1008911,38394
1008911,109569
1008911,434919
1008911,487843
1099495,327474
1099495,263634
1099495,428417
1099495,318412
1099495,88770
1099495,327171
1099495,401854
1099495,440548
1099495,66761
1099495,90822
1008515,101432
1008515,64864
1008515,38793
1008515,281187
1008515,35194
1008515,169922
1008515,234376
1008515,341775
